"E3 Ligase"	"E3 Tier"	"Substrate"	"Substrate Tier"	"Cancer Types"	"Existing Protac"	"Num Cancer Types"
"225"	"SIAH2"	NA	"TP53"	"1"	"lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"226"	"SIAH2"	NA	"ZEB1"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"227"	"SKP2"	NA	"AKT1"	"1"	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"228"	"SKP2"	NA	"BRCA1"	"1"	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	6
"229"	"SKP2"	NA	"BRCA2"	"1"	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	6
"230"	"SKP2"	NA	"CCNE1"	"1"	"endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"231"	"SKP2"	NA	"CDH1"	"1"	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	3
"232"	"SKP2"	NA	"CDKN1A"	"1"	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"233"	"SKP2"	NA	"CEBPA"	"1"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"234"	"SKP2"	NA	"CTNNB1"	"1"	"glioblastoma, lung_adenocarcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"235"	"SKP2"	NA	"ELF4"	"1"	"glioblastoma, head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"236"	"SKP2"	NA	"ESR1"	"1"	"glioblastoma"	"No"	1
"237"	"SKP2"	NA	"FOXO1"	"1"	"glioblastoma"	"No"	1
"238"	"SKP2"	NA	"JAK3"	"1"	"endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"239"	"SKP2"	NA	"MYC"	"1"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"240"	"SKP2"	NA	"NBN"	"1"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"241"	"SKP2"	NA	"NFKBIE"	"1"	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"242"	"SKP2"	NA	"TAL1"	"1"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"243"	"SMURF1"	NA	"ACVR1"	"1"	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"244"	"SMURF1"	NA	"BTK"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"245"	"SMURF1"	NA	"FES"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"246"	"SMURF1"	NA	"HIP1"	"1"	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"247"	"SMURF1"	NA	"ITK"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"248"	"SMURF1"	NA	"LCK"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"249"	"SMURF1"	NA	"MSN"	"1"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"250"	"SMURF1"	NA	"PICALM"	"1"	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"251"	"SMURF1"	NA	"RAC1"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"252"	"SMURF1"	NA	"TPM4"	"1"	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"253"	"SMURF2"	NA	"AXIN1"	"1"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"254"	"SMURF2"	NA	"CTNNB1"	"1"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"255"	"SMURF2"	NA	"ID3"	"1"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"256"	"SMURF2"	NA	"RHOA"	"1"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"257"	"SMURF2"	NA	"TGFBR2"	"1"	"glioblastoma"	"No"	1
"258"	"SOCS2"	NA	"SOCS1"	"1"	"glioblastoma"	"No"	1
"259"	"SOCS5"	NA	"EGFR"	"1"	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"260"	"STUB1"	NA	"AKT1"	"1"	"lung_adenocarcinoma"	"No"	1
"261"	"STUB1"	NA	"ERBB2"	"1"	"lung_adenocarcinoma"	"No"	1
"262"	"STUB1"	NA	"HIF1A"	"1"	"lung_adenocarcinoma"	"No"	1
"263"	"STUB1"	NA	"HSP90AA1"	"1"	"lung_adenocarcinoma"	"No"	1
"264"	"STUB1"	NA	"NPM1"	"1"	"lung_adenocarcinoma"	"No"	1
"265"	"STUB1"	NA	"RUNX1"	"1"	"lung_adenocarcinoma"	"No"	1
"266"	"STUB1"	NA	"SRC"	"1"	"lung_adenocarcinoma"	"No"	1
"267"	"STUB1"	NA	"TP53"	"1"	"lung_adenocarcinoma"	"No"	1
"268"	"SYVN1"	NA	"TP53"	"1"	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	3
"269"	"TANK"	NA	"BIRC3"	"1"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"270"	"TOPORS"	NA	"TP53"	"1"	"glioblastoma"	"No"	1
"271"	"TRAF2"	NA	"BIRC3"	"1"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"272"	"TRAF4"	NA	"AKT1"	"1"	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma"	"No"	3
"273"	"TRAF4"	NA	"NTRK1"	"1"	"glioblastoma"	"No"	1
"274"	"TRAF6"	NA	"AKT1"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"275"	"TRAF6"	NA	"CTNNB1"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"276"	"TRAF6"	NA	"MALT1"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"277"	"TRAF6"	NA	"PIK3CA"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"278"	"TRAF6"	NA	"STAT6"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"279"	"TRIM13"	NA	"AKT1"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"280"	"TRIM13"	NA	"MDM2"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"281"	"TRIM21"	NA	"CDKN1B"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"282"	"TRIM21"	NA	"GMPS"	"1"	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"283"	"TRIM21"	NA	"IKBKB"	"1"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"284"	"TRIM23"	NA	"TP53"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"285"	"TRIM25"	NA	"ESR1"	"1"	"glioblastoma"	"No"	1
"286"	"TRIM25"	NA	"KEAP1"	"1"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"287"	"TRIM26"	NA	"ZEB1"	"1"	"glioblastoma"	"No"	1
"288"	"TRIM28"	NA	"TP53"	"1"	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"289"	"TRIM39"	NA	"TP53"	"1"	"glioblastoma"	"No"	1
"290"	"TRIM41"	NA	"BCL10"	"1"	"endometrial_carcinoma_(uterine)"	"No"	1
"291"	"TRIM47"	NA	"TP53"	"1"	"glioblastoma, lung_adenocarcinoma"	"No"	2
"292"	"TRIM59"	NA	"TP53"	"1"	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"293"	"TRIM6"	NA	"BTG2"	"1"	"glioblastoma"	"No"	1
"294"	"TRIM69"	NA	"TP53"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"295"	"TRIP12"	NA	"CDKN2A"	"1"	"endometrial_carcinoma_(uterine)"	"No"	1
"296"	"TRPC4AP"	NA	"MYC"	"1"	"glioblastoma"	"No"	1
"297"	"TTC3"	NA	"AKT1"	"1"	"lung_adenocarcinoma"	"No"	1
"298"	"TTC3"	NA	"AKT2"	"1"	"lung_squamous_cell_carcinoma"	"No"	1
"299"	"UBE3C"	NA	"AXIN1"	"1"	"head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma"	"No"	2
"300"	"UBE4B"	NA	"TP53"	"1"	"lung_squamous_cell_carcinoma"	"No"	1
"301"	"UHRF1"	NA	"PML"	"1"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"302"	"UHRF1"	NA	"TP53"	"1"	"glioblastoma, endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"303"	"UHRF2"	NA	"CCND1"	"1"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"304"	"UHRF2"	NA	"CCNE1"	"1"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"305"	"UHRF2"	NA	"CDKN1A"	"1"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"306"	"XIAP"	NA	"CASP3"	"1"	"lung_adenocarcinoma"	"No"	1
"307"	"XIAP"	NA	"CDK4"	"1"	"lung_adenocarcinoma"	"Yes"	1
"308"	"ZNRF1"	NA	"AKT1"	"1"	"endometrial_carcinoma_(uterine)"	"No"	1
"309"	"ZNRF1"	NA	"EGFR"	"1"	"lung_squamous_cell_carcinoma"	"No"	1
"310"	"BIRC3"	"2"	"BCL10"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"311"	"BIRC3"	"2"	"CASP8"	"2"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"312"	"BRCA1"	"2"	"BARD1"	"2"	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"313"	"BRCA1"	"2"	"ESR1"	"2"	"glioblastoma"	"No"	1
"314"	"BRCA1"	"2"	"NPM1"	"2"	"glioblastoma, head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"315"	"CBL"	"2"	"CSF1R"	"2"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"316"	"CBL"	"2"	"ERBB2"	"2"	"glioblastoma"	"No"	1
"317"	"CBL"	"2"	"FGFR1"	"2"	"glioblastoma"	"No"	1
"318"	"CBL"	"2"	"STAT5B"	"2"	"glioblastoma"	"No"	1
"319"	"CBLB"	"2"	"CBLB"	"2"	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"320"	"CBLB"	"2"	"PLCG1"	"2"	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"321"	"CBLC"	"2"	"EGFR"	"2"	"lung_squamous_cell_carcinoma"	"No"	1
"322"	"CBLC"	"2"	"SRC"	"2"	"lung_squamous_cell_carcinoma"	"No"	1
"323"	"DDB2"	"2"	"DDB2"	"2"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"324"	"FBXW7"	"2"	"CEBPA"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"325"	"FBXW7"	"2"	"NFKB2"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"326"	"KEAP1"	"2"	"IKBKB"	"2"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"327"	"MDM2"	"2"	"HIF1A"	"2"	"endometrial_carcinoma_(uterine)"	"No"	1
"328"	"MDM2"	"2"	"NFATC2"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"329"	"MDM2"	"2"	"POLQ"	"2"	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"330"	"MDM2"	"2"	"TP53"	"2"	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"331"	"RFWD3"	"2"	"TP53"	"2"	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"332"	"SOCS1"	"2"	"VAV1"	"2"	"glioblastoma"	"No"	1
"333"	"TRAF7"	"2"	"TP53"	"2"	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	3
"334"	"VHL"	"2"	"BUB1B"	"2"	"glioblastoma, endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	3
"335"	"VHL"	"2"	"CDK12"	"2"	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"336"	"VHL"	"2"	"CDK6"	"2"	"glioblastoma, lung_squamous_cell_carcinoma"	"Yes"	2
"337"	"VHL"	"2"	"EED"	"2"	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	2
"338"	"VHL"	"2"	"HIF1A"	"2"	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"339"	"VHL"	"2"	"MDM2"	"2"	"endometrial_carcinoma_(uterine)"	"Yes"	1
"340"	"BIRC2"	NA	"CASP8"	"2"	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"341"	"CBLL1"	NA	"CDH1"	"2"	"lung_squamous_cell_carcinoma"	"No"	1
"342"	"CCAR1"	NA	"TP53"	"2"	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	3
"343"	"CDC34"	NA	"CTNNB1"	"2"	"lung_adenocarcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"344"	"CNOT4"	NA	"RBM15"	"2"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"345"	"COP1"	NA	"ETV4"	"2"	"lung_squamous_cell_carcinoma"	"No"	1
"346"	"COP1"	NA	"SOX2"	"2"	"lung_squamous_cell_carcinoma"	"No"	1
"347"	"DTL"	NA	"ERCC5"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"348"	"E4F1"	NA	"TP53"	"2"	"lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"349"	"FBXO22"	NA	"TP53"	"2"	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	2
"350"	"FBXO32"	NA	"FOXO1"	"2"	"glioblastoma"	"No"	1
"351"	"HUWE1"	NA	"BRCA1"	"2"	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	2
"352"	"HUWE1"	NA	"MUTYH"	"2"	"lung_squamous_cell_carcinoma"	"No"	1
"353"	"MKRN3"	NA	"PABPC1"	"2"	"glioblastoma, lung_squamous_cell_carcinoma"	"No"	2
"354"	"MSL2"	NA	"TP53"	"2"	"lung_squamous_cell_carcinoma"	"No"	1
"355"	"NEDD4"	NA	"AKT1"	"2"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"356"	"NEDD4"	NA	"EGFR"	"2"	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"357"	"NEDD4"	NA	"MDM2"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"358"	"RICTOR"	NA	"SGK1"	"2"	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"359"	"RNF125"	NA	"JAK1"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"360"	"RNF126"	NA	"MET"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"361"	"RNF128"	NA	"TP53"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"362"	"RNF8"	NA	"RECQL4"	"2"	"endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"No"	2
"363"	"SIAH1"	NA	"ZEB1"	"2"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"364"	"SIVA1"	NA	"CDKN2A"	"2"	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"365"	"SKP2"	NA	"AKT2"	"2"	"lung_squamous_cell_carcinoma"	"No"	1
"366"	"SKP2"	NA	"BTG2"	"2"	"glioblastoma"	"No"	1
"367"	"SKP2"	NA	"CCND1"	"2"	"glioblastoma, endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"368"	"SKP2"	NA	"CDKN1B"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"369"	"SKP2"	NA	"RB1"	"2"	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"370"	"SKP2"	NA	"TCF3"	"2"	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	6
"371"	"SKP2"	NA	"TP53"	"2"	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"372"	"SMURF1"	NA	"AXIN1"	"2"	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"373"	"SMURF1"	NA	"RHOA"	"2"	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"374"	"SMURF2"	NA	"EGFR"	"2"	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"375"	"SMURF2"	NA	"EZH2"	"2"	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"376"	"TBL1X"	NA	"CTNNB1"	"2"	"lung_adenocarcinoma"	"No"	1
"377"	"TRIM11"	NA	"AXIN1"	"2"	"endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"378"	"TRIM21"	NA	"CDKN1A"	"2"	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"379"	"BARD1"	"1"	"POLR2H"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"380"	"BIRC3"	"1"	"CASP7"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"381"	"BIRC3"	"1"	"DIABLO"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"382"	"BIRC3"	"1"	"IKBKE"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"383"	"BIRC3"	"1"	"IRF1"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"384"	"BIRC3"	"1"	"KRR1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"385"	"BIRC3"	"1"	"RIPK2"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"386"	"BIRC3"	"1"	"RIPK3"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"387"	"BIRC3"	"1"	"TANK"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"388"	"BIRC3"	"1"	"TRAF1"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"389"	"BIRC3"	"1"	"TRAF2"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"390"	"BIRC3"	"1"	"TRAF3"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"391"	"BIRC3"	"1"	"TRAF6"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"392"	"BIRC6"	"1"	"DIABLO"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"393"	"BRCA1"	"1"	"CCNB1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	6
"394"	"BRCA1"	"1"	"CDC25C"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"395"	"BRCA1"	"1"	"H2AFX"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	6
"396"	"BRCA1"	"1"	"HIST1H2AB"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	6
"397"	"BRCA1"	"1"	"NR1H3"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"398"	"BRCA1"	"1"	"POLR2H"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	5
"399"	"BRCA1"	"1"	"POU2F1"	NA	"head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma"	"No"	2
"400"	"BRCA1"	"1"	"PSMA7"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	6
"401"	"BRCA1"	"1"	"TOP2A"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	6
"402"	"CBL"	"1"	"ARHGEF7"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"403"	"CBL"	"1"	"BCL2L11"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma"	"No"	2
"404"	"CBL"	"1"	"CD5"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"405"	"CBL"	"1"	"CRKL"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"406"	"CBL"	"1"	"F2RL1"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma"	"No"	2
"407"	"CBL"	"1"	"FCGR2A"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"408"	"CBL"	"1"	"FGR"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"409"	"CBL"	"1"	"FLT1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"410"	"CBL"	"1"	"FRS2"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"411"	"CBL"	"1"	"FYN"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"412"	"CBL"	"1"	"HGS"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"413"	"CBL"	"1"	"IGF1R"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"414"	"CBL"	"1"	"IRF8"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"415"	"CBL"	"1"	"ITGA5"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"416"	"CBL"	"1"	"NLRP3"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"417"	"CBL"	"1"	"PDGFA"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"418"	"CBL"	"1"	"PIK3CG"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"419"	"CBL"	"1"	"S100B"	NA	"glioblastoma"	"No"	1
"420"	"CBL"	"1"	"SH3KBP1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"421"	"CBL"	"1"	"SPRED2"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"422"	"CBL"	"1"	"STAP2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"423"	"CBL"	"1"	"STAT5A"	NA	"glioblastoma"	"No"	1
"424"	"CBL"	"1"	"YES1"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma"	"No"	2
"425"	"CBLB"	"1"	"CD247"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"426"	"CBLB"	"1"	"IRS1"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"427"	"CBLB"	"1"	"NLRP3"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"428"	"CBLB"	"1"	"SH3KBP1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"429"	"DDB2"	"1"	"DTL"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"430"	"FBXO11"	"1"	"DTL"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"431"	"FBXO11"	"1"	"SNAI1"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"432"	"FBXW7"	"1"	"AURKA"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"433"	"FBXW7"	"1"	"BIRC2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
