Patient_ID	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO004	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	13CO001	14CO001	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO006	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004	01CO001.N	01CO005.N	01CO006.N	01CO008.N	01CO013.N	01CO014.N	01CO015.N	01CO019.N	01CO022.N	05CO002.N	05CO003.N	05CO006.N	05CO007.N	05CO011.N	05CO015.N	05CO020.N	05CO026.N	05CO028.N	05CO029.N	05CO032.N	05CO033.N	05CO034.N	05CO035.N	05CO037.N	05CO039.N	05CO041.N	05CO044.N	05CO045.N	05CO047.N	05CO048.N	05CO049.N	05CO050.N	05CO053.N	05CO054.N	06CO001.N	06CO002.N	09CO005.N	09CO006.N	09CO008.N	09CO011.N	09CO013.N	09CO014.N	09CO015.N	09CO018.N	09CO019.N	09CO022.N	11CO005.N	11CO007.N	11CO008.N	11CO010.N	11CO018.N	11CO019.N	11CO020.N	11CO021.N	11CO022.N	11CO027.N	11CO030.N	11CO031.N	11CO032.N	11CO033.N	11CO036.N	11CO037.N	11CO039.N	11CO042.N	11CO043.N	11CO044.N	11CO045.N	11CO047.N	11CO048.N	11CO051.N	11CO052.N	11CO053.N	11CO054.N	11CO057.N	11CO058.N	11CO060.N	11CO061.N	11CO062.N	11CO070.N	11CO072.N	11CO077.N	11CO079.N	14CO002.N	14CO005.N	15CO001.N	15CO002.N	16CO002.N	16CO003.N	16CO006.N	16CO011.N	20CO001.N	20CO003.N	20CO004.N	20CO006.N	20CO007.N	21CO006.N	21CO007.N	22CO004.N	22CO006.N	27CO004.N
KITLG	10.1228	9.5078	11.0735	9.2046	9.3619	10.543	10.007	9.3987	10.6812	10.4231	10.5962		11.4278	10.0403	10.9285	10.8933	9.7698	9.7465	9.1898	10.3848	12.0885	9.857999999999999	11.9897	12.1592	10.5118	8.8549	11.0532	9.8376	11.4362	10.0553	9.7398	9.8704	10.9586	10.4136	9.7091	10.5058	9.0901	9.1948	9.3219	9.375	10.2877	11.5632	10.2527	9.7944	9.8626	9.545	9.7262	9.1599	9.796	9.7465	9.9069	11.168	10.151	9.2503	10.4357	9.5411	10.6083	10.6375	9.0553	9.8218	10.1085	11.2819	9.9099	10.6184	10.1523	9.9556	9.66	9.5565	8.3794	7.8009	9.1948	8.7313	9.7599	10.9388	10.3977	9.5507	9.255	8.7074	10.7748	10.4959	9.8872	11.9636	11.0035	10.332	9.1674	10.0539	10.1189			10.2691	9.2644	10.0498	9.783	10.0795	9.6812	10.1523	9.9069	9.7125	11.0701	11.6393	10.7013	9.6653		10.8556	9.9039	10.5546	10.2348	10.2761	10.4969	9.9024																																																																																																				
KLF10	9.42	10.2264	10.3026	9.4429	11.6452	9.2574	9.8994	10.6248	9.6636	10.9069	10.2831		9.2288	9.4305	11.2615	11.4035	10.585	9.7398	10.2597	9.7665	9.1163	9.6257	8.5353	10.3565	10.5187	11.3891	10.1306	9.6707	10.0224	11.2703	9.3987	9.5018	9.0875	10.5803	8.4179	8.7142	9.4157	10.2312	11.7785	11.1072	10.5934	10.1215	11.3443	10.3049	10.2656	9.7814	10.0279	9.3015	8.7912	10.9315	9.9542	8.5661	8.9484	10.3174	11.3066	10.2204	10.2276	10.2538	10.4409	8.8361	10.6457	8.3837	9.545	9.9629	8.8978	10.2923	9.9099	11.8333	10.2538	10.1611	10.7117	10.6366	10.8463	10.764000000000001	10.5479	11.2282	10.4336	10.5498	10.4105	9.4115	10.2969	8.3129	9.6777	9.683	10.1712	10.6987	11.6817			10.7228	11.2432	10.224	9.9144	10.8424	9.9986	10.2633	10.7936	10.3498	9.3923	10.9873	9.6184	10.2912		10.0928	10.4818	10.1189	10.0755	9.4818	8.9687	10.8376																																																																																																				
KLF13	10.9307	11.1706	11.3015	10.8041	11.0641	11.0974	10.2691	10.888	11.0768	10.9046	11.2732		10.2372	10.9174	11.1383	11.1567	10.7895	10.3837	11.4398	10.8502	10.374	10.2131	10.1849	10.8765	11.6013	10.5708	10.8857	11.5211	10.8376	11.3663	10.4019	10.8431	11.06	11.0244	10.8619	10.5018	10.7237	9.7781	11.0478	11.1396	11.0224	10.4284	10.1396	10.6402	10.7296	10.8533	10.4419	10.9951	10.1624	10.9629	11.0471	10.9233	10.8162	10.3332	11.1592	11.3231	11.204	12.2753	11.0451	10.5372	9.7797	10.69	10.3365	11.0279	10.9715	9.9307	10.5708	10.0928	10.6707	11.2143	11.463	11.3163	11.4747	11.5309	10.6384	10.3805	10.4605	11.5906	10.8361	10.8178	10.3977	10.6944	11.7997	10.6493	10.0238	10.5971	10.5068			10.4083	11.8788	10.3208	11.7394	10.6987	11.1447	10.0168	10.6257	10.4625	10.4315	11.0224	10.5689	10.5314		10.1762	11.0382	10.5421	10.1935	11.0701	10.1749	10.9462																																																																																																				
KLF2	7.4919	6.2095	7.5157	6.8329	7.3576	6.5546	6.2479	6.7004	6.2288	9.6439	7.4676		7.4263	7.1497	8.0821	7.6221	7.3487	8.0553	7.0444	6.2288	6.3399	7.2854	6.2668	8.8074	7.5469	7.4346	7.7616	5.585	8.5962	8.3038	6.4429	5.2095	8.0875	7.9944	6.6147	6.1085	6.6582	7.3837	6.7142	7.3219	6.0224	6.5078	6.5546	6.7004	6.6724	7.7211	7.2192	6.4094	5.8826	6.7142	9.1548	7.5546	7.9009	7.8887	8.8549	7.2668	7.5392	7.7279	7.3129	6.5392	7.6653	7.1997	8.7004	8.1997	8.3264	7.9887	6.7814	8.0168	9.1923	7.9307	9.0389	8.0875	9.6935	8.543	6.9189	7.1799	6.5999	7.0875	8.375	7.0661	6.4263	7.6294	8.3129	8.2621	7.8948	7.9944	7.8329			6.4429	6.8074	8.097999999999999	7.5999	8.6653	7.6221	8.0498	7.9425	8.5925	7.2854	8.6073	7.1997	6.4429		6.9542	8.3794	6.5999	6.1898	7.2095	6.8329	9.1824																																																																																																				
KLF4	11.8607	9.8796	10.3663	11.7507	11.0748	11.4767	9.0471	10.5689	11.6092	9.5546	9.3902		11.6253	11.6587	10.4136	9.8408	10.6036	10.5999	10.1984	8.8041	10.6366	10.7781	10.3465	11.2744	7.4346	9.3619	11.1299	11.2615	9.5546	10.4757	9.4574	9.6239	10.4747	11.4579	9.2854	11.6013	10.5699	8.9425	9.1849	10.0417	9.9513	10.850999999999999	9.7797	9.1189	9.4635	8.5999	9.6987	9.2621	9.0028	10.4615	11.2923	9.9469	9.1497	8.697000000000001	10.3309	8.1997	10.5098	8.7279	10.6926	10.115	9.2969	10.9701	10.6715	8.8138	10.4798	9.7108	11.0035	10.3185	9.4939	9.1874	8.8041	9.5216	11.0828	10.599	9.5718	9.4898	8.6689	8.7279	10.3531	10.9039	9.4346	10.1472	11.0941	9.255	8.5196	7.858	10.1344			9.6812	10.8162	9.9084	11.6751	10.8033	9.1997	9.0	8.9009	9.9469	10.4136	10.1163	9.5831	9.3219		10.3826	11.0782	8.6511	10.8781	9.8963	8.3487	10.8681																																																																																																				
KLF5	12.6939	12.7754	11.6609	13.5342	12.9624	12.5994	12.1469	12.2943	12.6126	12.5316	13.2983		12.1478	12.8713	13.3577	13.3813	11.9192	11.5211	13.212	12.3907	12.0334	11.9458	12.2917	11.5807	12.7859	12.8568	12.1485	13.1062	11.927	13.9353	11.8517	11.4517	12.8775	12.253	11.5043	11.6847	11.8876	12.7211	12.4841	11.9451	12.2291	11.7657	12.6695	12.6991	11.7932	12.3902	11.735999999999999	11.6883	12.6204	12.6542	12.1485	12.5216	11.4656	13.1785	13.752	12.2738	12.9719	12.2926	12.607999999999999	11.9769	12.5971	11.3674	12.0255	12.2677	12.4954	12.5454	11.8784	12.8634	12.5493	12.4486	13.0005	11.8013	12.6676	12.932	11.8086	12.1867	12.3009	13.0444	12.2894	11.9136	12.6551	11.4486	12.8771	11.9805	12.4643	12.2822	13.0329			11.6944	13.1431	12.1222	13.3825	12.0014	11.9647	12.7795	12.9046	13.632	10.9837	11.2282	11.2615	12.8825		12.1994	12.2012	12.8047	12.9263	11.769	11.5665	12.3177																																																																																																				
KLHL11	8.4429	8.8642	8.7649	8.8978	8.0056	8.1699	8.7781	8.5584	8.9715	8.3083	8.7912		9.1548	8.9972	8.8918	8.3707	9.3465	8.5774	9.236	8.1849	9.0634	9.6221	9.3465	8.2621	8.4263	8.1033	8.6257	8.4998	8.9773	9.4533	8.3399	7.9658	8.5962	8.4676	8.8392	7.9658	8.3083	8.3129	9.1523	9.3443	8.6221	8.7944	9.2923	8.0334	7.9366	7.585	8.3219	8.0498	8.3129	8.5157	7.858	9.2264	8.0112	8.5887	9.0028	8.0389	8.4009	7.7142	8.7415	8.3576	8.4305	8.9972	7.5157	8.6402	9.3399	8.6795	8.7682	8.3576	8.4717	8.2668	8.3129	8.7004	7.8826	8.5962	8.2336	8.6036	8.6439	8.29	7.9009	8.9715	8.5353	8.6724	7.8826	8.8392	8.7846	8.8704	8.5507			9.1215	8.0444	7.8392	8.2384	7.8887	8.3129	8.3354	8.7649	7.9715	7.8517	8.8392	8.2668	8.6402		8.8202	8.69	8.224	8.4553	8.3399	9.4284	8.4051																																																																																																				
KLHL12	10.5821	10.42	10.4051	10.7194	9.716000000000001	10.7649	10.7682	10.2854	10.4553	9.7993	10.0444		10.6448	10.3083	9.6312	11.0217	9.8549	10.363	10.3387	10.007	11.056	10.7048	10.3298	10.1072	10.29	10.3242	10.1447	10.96	9.9129	9.4429	11.0244	10.7599	11.2167	10.2773	10.1472	10.2889	10.3498	10.6742	10.3663	10.062000000000001	10.23	10.4512	10.1306	10.5878	10.0768	10.1189	10.1536	10.0526	10.5498	10.0835	9.8918	10.5068	10.1111	10.0741	9.8502	10.0334	10.9801	10.3945	10.4041	10.3038	10.207	11.3021	10.4429	9.9629	10.1586	10.3231	10.1331	10.2621	10.1712	10.1536	9.9887	10.4009	10.0098	10.2348	10.2408	10.7764	10.3208	10.0362	10.0661	9.7108	10.6777	10.2761	9.9586	10.4919	10.1898	10.1215	10.5565			10.8842	10.1861	10.218	10.5255	10.1599	11.0841	10.1421	10.0014	10.4481	10.8033	10.388	10.5765	10.4727		11.0532	9.7465	10.8281	10.4858	10.1662	9.7797	10.1749																																																																																																				
KLHL13	7.3399	6.3219	7.2574	8.1898	8.2336	8.2854	5.2854	5.6147	9.2119	9.2167	3.9069		6.7814	4.4594	5.4919	5.0875	3.1699	6.9658	5.6724	6.5999	7.4009	7.7682	7.9366	8.1997	6.7549	10.4707	5.3923	8.0553	3.1699	6.7944	8.6582	4.3923	8.5353	6.3399	3.8074	6.9773	5.1699	5.9773	5.585	7.2384	7.1396	7.2761	6.3576	10.8439	4.0875	9.8673	5.7814	5.8329	8.2715	6.2288	7.4346	6.2288	6.7279	9.3554	7.8887	6.7814	6.3576	7.2192	5.3923	6.7142	7.4919	8.1649	6.6439	7.3399	7.2384	7.6511	6.2668	5.585	5.4919	4.1699	6.5078	5.9307	8.6618	7.0112	7.4094	5.9307	6.5546	5.1699	6.2095	7.098	4.3219	7.0875	8.4009	6.5236	4.7004	7.1293	5.2854			6.2288	3.8074	7.0768	7.3399	5.8329	6.1085	10.6856	6.8074	9.3038	5.1293	7.5469	7.7549	5.0		9.6653	8.0279	6.3923	10.4969	7.9715	8.8297	7.1189																																																																																																				
KLHL15	8.7582	8.0056	8.4051	8.7142	8.4051	8.1396	9.1137	9.1189	8.5196	8.4959	8.4346		9.8122	9.1344	8.3038	8.6618	9.6421	9.0389	8.96	8.6221	9.1319	9.5333	9.0954	9.0715	8.7245	8.7879	8.7004	8.8329	8.4676	9.1523	9.207	8.1085	8.8549	8.3966	8.2432	7.7482	7.9887	8.6366	8.683	8.6366	8.4388	8.585	8.8297	8.6653	8.6582	8.697000000000001	8.6221	8.8734	9.0028	8.3129	7.8329	9.097999999999999	8.9484	7.96	8.5699	8.8918	8.9858	8.585	9.4676	8.1033	8.7846	9.1059	8.2992	8.6036	8.2621	8.4798	8.375	8.697000000000001	8.5812	7.8948	8.5661	8.8361	8.1599	8.4305	8.8611	8.6036	8.9542	8.9278	8.3219	9.2336	9.1523	9.1824	8.1447	9.0279	8.5353	9.2854	8.2336			9.7313	8.2143	8.6653	8.388	8.3794	8.697000000000001	9.0196	9.1849	8.375	8.5469	8.6475	8.7142	8.4676		8.9099	8.8857	9.3987	9.0553	8.9744	8.8009	8.3083																																																																																																				
KLHL17	5.1699	6.3576	5.1699	5.6439	6.0444	6.375	5.7279	6.4757	6.6724	6.1898	7.2668		6.4757	8.2668	7.1898	5.7814	6.7279	6.9887	6.9887	6.6582	4.9542	5.7004	5.3923	5.6439	5.0	5.9307	6.0444	6.0661	8.3038	8.2432	5.6724	5.8074	8.1699	6.585	7.2574	6.1699	6.6147	6.2479	6.0661	6.0	6.5236	5.1699	5.7549	5.858	6.1293	6.3038	5.9069	6.0875	6.5078	6.3576	6.375	6.8329	6.3038	6.9887	7.4594	5.858	3.8074	6.9658	5.7279	6.0661	6.0	5.8826	6.3576	6.0	7.0875	6.0224	6.1898	6.375	7.1293	6.9773	6.8329	6.4594	5.8074	6.0875	5.3576	5.8826	6.5392	6.5078	5.9069	7.4263	6.0661	6.8455	6.6294	6.8455	6.1497	6.4594	5.8329			4.585	6.3576	5.8826	5.8329	6.0661	6.2479	6.0224	6.5078	5.858	5.5236	6.3576	5.8329	6.9658		6.2288	5.9542	6.1898	6.2288	6.7004	4.8580000000000005	6.8329																																																																																																				
KLHL18	8.7879	9.1599	8.8392	8.3794	9.5622	8.8361	8.9715	9.5255	8.6546	8.6724	8.8265		8.6475	8.6546	8.8549	8.2621	9.4009	8.4878	9.2574	9.207	8.3174	8.1033	8.683	8.7912	8.2384	8.3443	8.7142	8.8361	9.0471	9.5584	8.2992	9.5906	8.388	8.5774	9.0768	8.8765	8.817	8.1344	8.3487	8.6221	8.9629	8.611	8.9773	8.9454	9.2264	8.5774	8.8857	9.611	8.69	8.7879	8.3129	8.9337	8.3083	8.3837	8.4429	9.0688	9.2432	9.29	9.0389	9.0634	8.7649	8.6366	8.7912	9.0471	9.0821	8.6546	8.7682	8.4221	8.9687	8.9887	9.1497	8.8074	8.9715	9.0661	8.683	8.7649	8.6689	8.8486	8.9887	8.9069	8.4429	8.7004	8.7682	9.2192	8.9099	8.3794	9.1699			8.7415	9.1923	8.6402	8.9571	8.9069	8.6402	8.6795	9.0471	8.6724	8.3174	8.7682	8.5699	9.1111		8.6294	9.058	8.8486	8.4798	8.6582	8.7616	8.6618																																																																																																				
KLHL2	9.0553	8.5236	9.0471	9.3197	8.2288	9.9204	9.1163	8.2432	9.2479	9.4656	9.1523		9.0928	10.2107	9.3061	8.5699	8.5469	8.8918	8.6439	8.6795	9.5793	8.9009	9.8673	9.5038	8.6935	9.0417	9.4051	9.9658	8.9337	9.4429	8.8549	8.5925	9.3354	8.5546	8.7142	9.1948	8.2574	9.0848	9.1163	9.0795	9.2784	9.3354	8.8857	8.8329	8.0715	9.0279	8.8202	8.4136	9.3129	9.3287	8.4471	9.5641	9.0224	8.1241	8.3443	8.8202	9.0362	8.5392	8.585	9.0389	8.8549	9.7039	8.4305	9.3106	9.1649	8.7415	8.4959	8.0715	8.1799	8.5469	8.5507	8.7814	8.7515	9.0028	9.1163	8.633	9.0	8.8486	8.9715	9.014	8.3794	9.7398	8.9513	9.1624	8.2192	8.8704	8.9887			9.5118	7.7415	9.1972	8.3219	8.3619	8.7347	9.0848	8.1396	8.9454	9.1319	9.4676	9.4737	8.0661		9.4553	8.9159	8.9159	8.8918	9.4635	8.7715	8.5925																																																																																																				
KLHL20	9.1293	8.5661	9.1472	9.3619	8.3619	9.8502	8.8265	8.3219	9.2691	9.5999	8.9744		9.3287	9.1749	8.3038	9.0875	8.6653	8.8765	8.5275	8.9189	9.29	9.3509	9.1874	9.4998	9.0795	8.633	8.7682	9.4136	8.543	8.8517	9.5488	8.8392	9.5641	8.7682	8.6582	8.9944	8.2854	9.2969	8.5157	9.1007	9.1007	9.3174	8.7912	8.7415	8.1898	9.1948	8.6724	8.9887	8.8734	8.8424	8.9069	9.388	9.0334	8.3038	8.6073	8.817	9.3987	9.3129	8.633	8.9658	8.8234	10.1085	8.9248	8.9801	9.0168	9.0084	8.9801	8.4919	8.4009	8.3576	8.6294	8.8106	8.8234	8.7313	8.8642	8.8796	8.6147	8.8074	9.2167	9.3197	8.7381	9.4221	8.817	9.1085	8.4009	9.0196	8.4635			8.5196	8.5038	8.5962	8.8796	8.7748	9.5353	9.0928	8.5962	8.9715	9.0661	9.6221	9.3902	8.3309		9.3015	8.8826	9.1724	8.8234	9.4136	9.1319	9.1649																																																																																																				
KLHL21	7.9129	8.8202	8.3619	8.2432	9.7398	8.7347	8.1189	9.4388	8.9972	9.1573	9.0498		7.7944	8.96	9.5641	8.6221	9.7211	9.1241	9.5641	8.7912	7.6147	8.0553	8.3794	8.8611	9.3707	9.2992	9.2288	9.0928	9.2854	11.462	8.4263	9.7715	9.4553	8.9425	8.7004	6.9189	8.2384	8.5078	9.4998	8.4959	8.8455	8.0279	9.0848	9.2408	9.0334	9.2644	8.8642	8.29	9.4778	9.1724	8.7781	9.2503	9.2503	9.4959	9.6348	10.0512	8.4798	9.9039	9.3309	8.7715	9.3815	8.7649	9.1799	9.3061	9.1472	9.0848	8.6618	9.6018	9.4574	9.2597	9.7549	9.1033	9.8872	9.0901	8.8392	8.9337	9.1241	9.5584	8.6795	9.0634	9.2216	8.1849	9.4553	9.2095	8.5507	9.224	9.1523			8.6294	9.7347	7.983	9.014	8.8361	8.1699	9.1215	9.1923	9.3038	8.3707	9.3663	9.1267	9.1241		8.0928	8.9069	8.982999999999999	8.5275	8.9099	8.7912	8.0444																																																																																																				
KLHL22	7.6865	7.3219	8.2946	7.5699	7.7415	8.0715	7.5157	7.5699	8.3923	8.3219	7.6366		8.4429	7.6653	7.7748	7.6511	7.8887	8.0821	8.0168	8.0112	7.5236	7.4676	8.6402	7.7347	7.3038	7.9715	8.3219	7.983	8.0334	8.1898	8.1293	9.3106	7.6865	7.8642	8.3264	7.6724	8.3619	8.0768	7.8826	8.2046	8.2574	7.9773	7.6147	7.8517	8.1948	8.1396	7.8642	7.6511	7.5546	7.1396	7.9715	8.0768	8.2095	8.0112	8.3443	8.5236	7.5999	7.8329	7.6221	7.858	7.9484	8.0279	7.4512	7.9366	7.8517	7.7549	7.4838	7.8138	7.9887	8.2808	8.3129	8.0928	8.1137	8.1085	7.9658	8.0	7.6724	7.8392	8.0661	8.0	8.3837	8.0821	8.1396	8.3487	7.5392	8.29	7.6221			7.6294	8.1241	8.0224	8.5622	8.4179	8.0224	8.3354	7.3129	7.5999	7.5546	7.9307	8.1898	7.4263		7.6865	7.2946	7.8765	7.7074	8.2761	8.4429	7.5774																																																																																																				
KLHL25	7.3129	7.2288	7.9366	7.1396	7.6795	7.5999	7.9658	8.3837	7.2479	6.9189	8.0661		7.6653	8.8948	7.2192	6.9542	7.6294	7.3309	7.8392	7.8138	7.4094	7.5078	7.3129	7.375	8.0112	7.1293	8.7245	8.0224	7.8265	10.1241	8.0389	8.3264	7.3309	7.6366	8.5622	8.2046	8.2621	7.375	7.6366	7.7211	8.4919	7.585	7.3038	7.1293	8.9858	7.7482	7.1497	7.3487	7.0768	8.3174	8.3707	8.2288	8.0498	7.1189	8.7142	7.8642	8.8392	8.8486	8.6724	7.8202	6.7682	7.4594	7.375	7.5236	7.9009	7.5546	7.9009	6.7279	7.9715	7.7482	8.2192	7.7211	7.7074	7.7211	7.4179	7.1799	7.8642	8.29	8.2384	7.9715	7.7074	7.4094	8.1799	6.9887	8.5736	7.4429	7.1189			7.098	8.7448	7.8765	8.5353	7.8765	8.9658	7.0334	8.0875	6.7814	7.8948	7.1396	7.4429	7.585		7.0224	7.1799	7.7279	6.8704	7.1799	6.9658	8.1396																																																																																																				
KLHL3	5.8074	7.9484	8.0768	7.7347	7.3399	5.2854	7.1898	7.8329	4.2479	9.0848	7.1085		8.1293	5.5546	6.2854	6.1699	7.8704	6.5392	7.7004	8.4919	7.1699	7.8202	4.8074	6.9425	7.5469	7.9715	7.2574	4.2479	5.585	4.7004	8.1749	7.9189	5.9773	7.9009	6.4263	7.7347	8.3399	5.6439	4.7549	7.4179	8.8642	8.6582	8.3487	8.0715	9.0715	7.0	6.4919	9.0768	7.3923	4.2479	7.3837	5.3219	6.2854	7.8138	6.7814	8.4757	8.4512	8.5275	7.6073	5.7279	7.8704	6.9887	7.2761	6.8826	6.0224	7.8074	5.6724	7.098	7.6439	7.5999	7.5392	7.9009	8.0498	6.4919	7.3219	7.6294	7.375	9.0389	9.2384	6.4429	7.858	6.0444	7.3038	6.7944	7.7279	7.858	6.4429			6.7415	6.0	7.3129	6.1293	8.0715	8.7177	7.1997	7.8455	7.4676	6.2288	7.4919	6.3038	6.7814		8.8673	7.5622	5.3576	7.7074	7.4594	7.1497	9.0768																																																																																																				
KLHL42	9.0279	8.4959	9.732999999999999	10.2715	9.2456	9.4615	9.5353	10.0634	9.9204	10.9001	9.4737		9.6582	10.4126	9.7056	10.4051	9.6366	9.9469	9.7797	10.2408	9.2831	9.0196	8.8392	9.7515	11.4949	9.9084	9.9972	9.7296	9.2621	9.8719	9.3641	10.2082	9.6742	9.4838	9.7004	9.0279	9.611	9.6724	10.2216	10.6294	9.9498	9.5527	10.0821	9.4898	9.6671	9.825	9.7781	9.6312	9.8642	9.2597	9.4615	9.9469	10.3761	9.5038	9.4676	10.3061	10.0224	10.6393	9.7698	9.4838	10.0512	9.4409	9.8811	9.6439	9.6987	10.1059	9.8186	9.5527	9.4429	9.375	10.0566	9.8994	10.0112	10.0112	10.1189	9.8842	9.7091	10.1935	10.1737	9.4512	9.9099	9.2479	9.9366	9.8533	10.1472	10.0755	10.363			9.4242	9.4284	9.4094	10.3542	9.6202	10.0196	9.9915	10.3061	10.2408	9.6312	10.0042	9.9233	9.2644		9.7632	10.0485	10.2479	10.0661	9.7211	9.1267	10.2082																																																																																																				
KLHL6	8.2432	5.9773	9.7347	7.9658	8.5157	7.8948	7.1396	7.4594	6.1293	8.8948	8.0498		6.7142	7.7142	8.6184	7.2192	7.6865	9.5177	8.4263	6.9887	7.9307	8.5925	8.0928	9.4594	7.5925	7.3576	8.3531	7.6582	8.7039	7.3129	8.4512	6.4594	7.9009	8.9744	7.1699	7.098	7.7682	8.1033	6.9887	8.585	7.1085	8.0056	7.7748	7.4919	6.8948	8.6653	8.4221	8.6865	7.5546	7.5622	8.5584	8.1447	7.4594	7.8138	8.7245	9.2095	7.3129	8.5699	8.7279	7.1699	8.097999999999999	8.8074	8.3309	9.1997	8.3309	8.0224	7.4676	7.3309	7.1599	8.7944	8.4009	8.6402	9.0607	8.7814	9.7632	7.858	8.9009	8.6724	8.0334	8.6582	8.1548	9.3707	8.2384	8.8234	8.2479	8.4635	6.7142			5.6724	8.1599	8.0607	7.1497	8.4346	6.8202	8.4798	7.9484	8.3663	7.8517	8.9454	9.3129	6.1293		7.6795	9.1724	7.5925	7.8265	9.7499	9.0028	8.4594																																																																																																				
KLHL7	10.0334	10.1306	9.5887	9.7649	9.4491	9.207	9.9687	9.1948	9.3174	9.7039	8.6221		9.6618	9.5925	9.1799	9.9929	8.7347	9.4838	8.2384	8.7846	10.857999999999999	10.4778	10.3253	9.9099	9.0362	9.9307	8.8887	8.5392	9.5038	9.4533	10.0715	8.2761	9.9513	9.2668	8.7879	8.9099	9.4325	10.0967	9.4939	10.0168	8.817	9.9189	9.014	9.0715	8.8796	8.6402	9.8842	9.8918	9.6812	9.0526	9.2192	9.4263	10.2946	9.7846	8.5469	9.9189	9.5372	8.4221	9.4919	10.3966	9.7814	9.5812	9.3219	9.5137	9.0795	10.014	9.9144	9.1724	9.3487	8.8202	9.1137	9.1923	8.8009	8.7944	9.875	9.9586	9.7863	9.2691	9.8424	9.2738	8.9542	10.9972	8.8392	9.7347	8.5196	9.6935	8.6402			10.3185	8.6257	9.5718	8.7616	8.697000000000001	9.4009	10.568	9.2479	9.6724	9.8781	9.8842	9.683	8.9189		9.5216	9.6275	10.1111	9.943999999999999	9.7781	10.3253	9.0196																																																																																																				
KLHL8	9.9425	10.1911	9.5157	8.9425	9.9114	9.7296	9.6129	10.2155	9.3264	9.5314	9.5196		10.1737	9.1137	8.857999999999999	8.9542	10.5088	9.1674	9.6457	9.1624	9.3987	9.6564	8.6689	9.2738	9.0607	9.8455	8.9801	9.2597	9.5906	9.0168	8.8887	9.6546	9.4533	9.4998	9.0251	9.5622	9.375	9.5546	9.5812	9.1724	9.7415	9.9972	10.3061	9.8595	9.2923	9.585	9.1267	9.4512	9.6147	9.6184	9.683	9.6092	9.0526	8.982999999999999	9.2384	9.4284	9.4242	8.4919	9.6777	9.9248	9.7698	9.388	9.0607	9.4979	8.9513	9.9571	9.585	8.8234	9.3421	9.5177	9.0848	9.5236	8.817	9.3332	9.2167	9.7879	8.9396	9.1874	9.1497	9.5392	9.857999999999999	9.2574	9.1849	9.9715	9.9629	9.4305	9.7142			10.2046	9.0	9.6239	8.4305	9.0334	9.2854	9.3576	9.2503	9.0848	9.2761	9.6275	9.0875	9.9484		9.7814	9.3174	9.6092	10.0224	9.388	8.3923	8.7748																																																																																																				
KLHL9	11.0715	10.5632	11.258	11.6271	10.7151	10.9366	10.9936	11.1874	10.8017	10.7134	10.5255		10.6564	11.0855	10.267999999999999	11.9535	10.2562	10.9873	10.6724	10.4073	11.6733	11.7899	11.9737	11.0437	10.9106	10.7599	10.5314	11.0355	10.3783	10.5362	11.3603	10.642999999999999	10.8634	10.6092	10.5196	11.2396	10.716	10.8424	10.5362	10.8289	11.0835	11.2318	10.7322	10.8788	11.0934	11.4429	11.1555	11.388	11.5713	11.158	11.0895	11.1523	11.2562	9.9972	10.2958	11.0196	12.1555	10.9737	10.9009	11.207	10.6786	11.3038	10.6448	10.6528	10.8811	10.7048	11.8098	10.1202	10.8688	10.6375	10.2143	10.4553	10.421	10.375	10.6546	11.1137	10.584000000000001	10.7952	10.8305	11.3225	11.0112	11.7711	9.4367	10.7756	11.1693	10.9535	10.857999999999999			10.7457	10.9263	10.8986	10.8757	10.7657	10.7764	10.8619	10.9204	10.8297	11.5068	11.2917	11.1293	10.9723		11.3146	10.6865	10.5934	11.2538	11.1643	10.8711	11.3185																																																																																																				
